country,H,T_rebuild_K,T_rebuild_L,alpha,avg_prod_k,axfin_p,axfin_r,axhealth,bashs,fa,faref,finance_pre,gdp_pc_pp,income_elast,ophe,original_country,pe,peref,pi,plgp,pop,pov_head,prepare_scaleup,protection,protectionref,pv,rating,share1,share1_ref,shew,social_p,social_r,unemp,v,v_s
Lithuania $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3129644244946807,0.13165970000000002,0.2553146,0.8368384861501265,1.0,0.08022328388743118,0.08022328388743118,0.0,24469.622500843598,1.0,0.326323027699747,Lithuania,0.1679728080635645,0.1679728080635645,0.2,0.9749952697753912,2957689.0,0.2,0.0,49.75,49.75,1.8140577922754901,0.6833333333333332,0.0703,0.0703,0.0,0.810897,0.314705,0.118000001907349,0.15280425340955606,0.12725
Lithuania $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3129644244946807,0.13165970000000002,0.2553146,0.8368384861501265,1.0,0.08022328388743118,0.08022328388743118,0.0,24469.622500843598,2.0,0.326323027699747,Lithuania,0.1679728080635645,0.1679728080635645,0.2,0.9749952697753912,2957689.0,0.2,0.0,49.75,49.75,1.8140577922754901,0.6833333333333332,0.0703,0.0703,0.0,0.810897,0.314705,0.118000001907349,0.15280425340955606,0.12725
Madagascar $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2940729838426214,0.00467687,0.01990471,0.5712228074613175,0.443,0.05063647963397895,0.05063647963397895,0.4,1368.63241207592,1.0,0.300554385077365,Madagascar,-0.16,-0.16,0.2,0.3796979904174799,22924851.0,0.2,0.6666666666666667,2.18,2.18,0.9548311076197966,0.0,0.065,0.065,0.8,0.07554764626798254,0.1054161434005338,0.0359999990463257,0.3222784810126581,0.3049999999999999
Madagascar $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2940729838426214,0.00467687,0.01990471,0.5712228074613175,0.443,0.05063647963397895,0.05063647963397895,0.4,1368.63241207592,2.0,0.300554385077365,Madagascar,-0.16,-0.16,0.2,0.3796979904174799,22924851.0,0.2,0.6666666666666667,2.18,2.18,0.9548311076197966,0.0,0.065,0.065,0.8,0.07554764626798254,0.1054161434005338,0.0359999990463257,0.3222784810126581,0.3049999999999999
Malawi $(H=65\%)$,0.65,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\alpha=-70\%)$,0.5356497092899943,3.0,40.0,-0.7,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.0,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,2.0,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(\pi=40\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.4,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(fa= 1\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.01141538921165,0.01141538921165,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.3049999999999999
Malawi $(pe= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.0,0.0,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30723863969137133
Malawi $(protection= 1yr)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,1.42,1.42,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.30499999999999994
Malawi $(pv= 0\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.0,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.32470002928406816,0.3247000292840681
Malawi $(v=16\%)$,0.5356497092899943,3.0,40.0,1.0,0.25307656921941635,0.05031624,0.10417769999999997,0.7985994897582119,0.7140000000000001,0.02283077842331048,0.02283077842331048,0.6,754.981975267971,1.5,0.116801020483576,Malawi,0.1,0.1,0.2,0.597333717346191,16362567.0,0.2,0.6666666666666667,2.84,2.84,0.9402523658192716,0.0,0.0541,0.0541,0.8,0.03189209342110269,0.03962894099199903,0.0759999990463257,0.162350014642,0.15249999999996797
Malaysia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2505940745612133,0.2476379,0.4278625,0.8128363650267786,0.9868,0.10812063479528926,0.10812063479528926,0.8,22589.3714474966,1.0,0.36112726994644295,Malaysia,0.1679728080635645,0.1679728080635645,0.2,0.991196517944336,29716965.0,0.2,0.8,34.87,34.87,0.9687264249363288,0.7,0.0454,0.0454,1.0,0.1471422500216373,0.05773081708127114,0.032000000476837195,0.12952536054279207,0.12224999999999996
Malaysia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2505940745612133,0.2476379,0.4278625,0.8128363650267786,0.9868,0.10812063479528926,0.10812063479528926,0.8,22589.3714474966,2.0,0.36112726994644295,Malaysia,0.1679728080635645,0.1679728080635645,0.2,0.991196517944336,29716965.0,0.2,0.8,34.87,34.87,0.9687264249363288,0.7,0.0454,0.0454,1.0,0.1471422500216373,0.05773081708127114,0.032000000476837195,0.12952536054279207,0.12224999999999996
Mali $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.6438448659589122,0.026048720000000004,0.05730599,0.4931061192465186,0.5870000000000001,0.09112497029457714,0.09112497029457714,0.4,1589.1673480781,1.0,0.600787761506963,Mali,-0.39,-0.39,0.2,0.6159251022338871,15301650.0,0.2,0.6,6.97,6.97,3.1377910930383486,0.0,0.0797,0.0797,0.6000000000000001,0.024631705730870014,0.05299713321707195,0.08199999809265139,0.15225514914466012,0.1292592592592592
Mali $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.6438448659589122,0.026048720000000004,0.05730599,0.4931061192465186,0.5870000000000001,0.09112497029457714,0.09112497029457714,0.4,1589.1673480781,2.0,0.600787761506963,Mali,-0.39,-0.39,0.2,0.6159251022338871,15301650.0,0.2,0.6,6.97,6.97,3.1377910930383486,0.0,0.0797,0.0797,0.6000000000000001,0.024631705730870014,0.05299713321707195,0.08199999809265139,0.15225514914466012,0.1292592592592592
Mexico $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.36826304497677287,0.028012490000000004,0.09345214,0.7592632535619399,0.96,0.06110303858742192,0.06110303858742192,0.8,16290.8128214269,1.0,0.44147349287612,Mexico,0.1679728080635645,0.1679728080635645,0.2,0.9575267028808591,122332399.0,0.2,0.8,39.44,39.44,0.5991846184184213,0.6666666666666667,0.0486,0.0486,0.8,0.5340229455306378,0.2547689062898621,0.0490000009536743,0.393950762622432,0.3792500000000001
Mexico $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.36826304497677287,0.028012490000000004,0.09345214,0.7592632535619399,0.96,0.06110303858742192,0.06110303858742192,0.8,16290.8128214269,2.0,0.44147349287612,Mexico,0.1679728080635645,0.1679728080635645,0.2,0.9575267028808591,122332399.0,0.2,0.8,39.44,39.44,0.5991846184184213,0.6666666666666667,0.0486,0.0486,0.8,0.5340229455306378,0.2547689062898621,0.0490000009536743,0.393950762622432,0.3792500000000001
Moldova $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.25670477375728673,0.0071581230000000015,0.05443321,0.773105694487987,0.992,0.06282175635919181,0.06282175635919181,0.4,4521.084844788111,1.0,0.44578861102402595,Moldova,-0.52,-0.52,0.2,0.946174697875977,3558566.0,0.2,0.6,10.45,10.45,0.6286093080247948,0.25,0.0849,0.0849,0.6000000000000001,0.4658781844872598,0.33756533499209274,0.05099999904632569,0.38683310779064306,0.3772500000000001
Moldova $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.25670477375728673,0.0071581230000000015,0.05443321,0.773105694487987,0.992,0.06282175635919181,0.06282175635919181,0.4,4521.084844788111,2.0,0.44578861102402595,Moldova,-0.52,-0.52,0.2,0.946174697875977,3558566.0,0.2,0.6,10.45,10.45,0.6286093080247948,0.25,0.0849,0.0849,0.6000000000000001,0.4658781844872598,0.33756533499209274,0.05099999904632569,0.38683310779064306,0.3772500000000001
Mongolia $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.20767487925071607,0.1190915,0.3040792,0.8089340496694675,0.988,0.047108300155032784,0.047108300155032784,0.8,9132.30570379131,1.0,0.37013190066106505,Mongolia,0.1679728080635645,0.1679728080635645,0.2,0.9089742279052729,2839073.0,0.2,0.5333333333333333,6.34,6.34,1.3624124236151816,0.33333333333333337,0.071,0.071,0.4,0.32451319459176803,0.18658999698714795,0.0490000009536743,0.12910531495311936,0.112716049382716
Mongolia $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.20767487925071607,0.1190915,0.3040792,0.8089340496694675,0.988,0.047108300155032784,0.047108300155032784,0.8,9132.30570379131,2.0,0.37013190066106505,Mongolia,0.1679728080635645,0.1679728080635645,0.2,0.9089742279052729,2839073.0,0.2,0.5333333333333333,6.34,6.34,1.3624124236151816,0.33333333333333337,0.071,0.071,0.4,0.32451319459176803,0.18658999698714795,0.0490000009536743,0.12910531495311936,0.112716049382716
Nepal $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2701993002713125,0.05736111,0.1267821,0.4492261487415475,0.36,0.05837973990653034,0.05837973990653034,0.6,2172.79039161762,1.0,0.46154770251690497,Nepal,-0.61,-0.61,0.2,0.6036014175415041,27797457.0,0.2,0.4666666666666667,2.33,2.33,0.8395472139706888,0.0,0.0827,0.0827,0.6000000000000001,0.1957230900073423,0.3589367106901816,0.0270000004768372,0.34247558052078264,0.3337037037037038
Nepal $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2701993002713125,0.05736111,0.1267821,0.4492261487415475,0.36,0.05837973990653034,0.05837973990653034,0.6,2172.79039161762,2.0,0.46154770251690497,Nepal,-0.61,-0.61,0.2,0.6036014175415041,27797457.0,0.2,0.4666666666666667,2.33,2.33,0.8395472139706888,0.0,0.0827,0.0827,0.6000000000000001,0.1957230900073423,0.3589367106901816,0.0270000004768372,0.34247558052078264,0.3337037037037038
Netherlands $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.25251989485705195,0.5146725000000001,0.6205978000000001,0.9730281833115684,1.0,0.32301091253359776,0.32301091253359776,1.0,45021.1574077338,1.0,0.05394363337686309,Netherlands,0.1679728080635645,0.1679728080635645,0.2,0.9821536254882808,16804432.0,0.2,0.6666666666666667,4489.59,4489.59,0.013856088123219257,0.9833333333333333,0.084,0.084,1.0,0.43784579999999995,0.331487095,0.06699999809265139,0.12822332629145333,0.1280246913580247
Netherlands $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.25251989485705195,0.5146725000000001,0.6205978000000001,0.9730281833115684,1.0,0.32301091253359776,0.32301091253359776,1.0,45021.1574077338,2.0,0.05394363337686309,Netherlands,0.1679728080635645,0.1679728080635645,0.2,0.9821536254882808,16804432.0,0.2,0.6666666666666667,4489.59,4489.59,0.013856088123219257,0.9833333333333333,0.084,0.084,1.0,0.43784579999999995,0.331487095,0.06699999809265139,0.12822332629145333,0.1280246913580247
Niger $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.23359231685535525,0.002041873,0.0181079,0.3811190029265136,0.293,0.0402116515457816,0.0402116515457816,0.6,886.809611289333,1.0,0.5307619941469729,Niger,-0.39,-0.39,0.2,0.6932961273193361,17831270.0,0.2,0.7333333333333333,2.45,2.45,3.058493849860228,0.0,0.08960000000000001,0.08960000000000001,0.6000000000000001,0.05921709568758075,0.06195777077582978,0.05099999904632569,0.15522999992267988,0.12925925925925924
Niger $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.23359231685535525,0.002041873,0.0181079,0.3811190029265136,0.293,0.0402116515457816,0.0402116515457816,0.6,886.809611289333,2.0,0.5307619941469729,Niger,-0.39,-0.39,0.2,0.6932961273193361,17831270.0,0.2,0.7333333333333333,2.45,2.45,3.058493849860228,0.0,0.08960000000000001,0.08960000000000001,0.6000000000000001,0.05921709568758075,0.06195777077582978,0.05099999904632569,0.15522999992267988,0.12925925925925924
Nigeria $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.8736444729486806,0.08466024000000001,0.33685740000000003,0.3437507857328435,0.381,0.03767008873400431,0.03767008873400431,0.8,5422.6933427295,1.0,0.693498428534313,Nigeria,0.52,0.52,0.2,0.7933840942382809,173615345.0,0.2,0.8,7.04,7.04,0.04724418370269623,0.38333333333333336,0.0539,0.0539,0.8,0.004318494866955536,0.0078094642485003855,0.075,0.6015788961200397,0.59875
Nigeria $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.8736444729486806,0.08466024000000001,0.33685740000000003,0.3437507857328435,0.381,0.03767008873400431,0.03767008873400431,0.8,5422.6933427295,2.0,0.693498428534313,Nigeria,0.52,0.52,0.2,0.7933840942382809,173615345.0,0.2,0.8,7.04,7.04,0.04724418370269623,0.38333333333333336,0.0539,0.0539,0.8,0.004318494866955536,0.0078094642485003855,0.075,0.6015788961200397,0.59875
Pakistan $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3767173581299691,0.01097432,0.01669716,0.486129857395863,0.521,0.07858921320019564,0.07858921320019564,0.8,4454.07482878434,1.0,0.548740285208274,Pakistan,0.1679728080635645,0.1679728080635645,0.2,0.6219412994384771,182142594.0,0.2,0.7333333333333333,7.2,7.2,0.26715504537769763,0.225,0.0959,0.0959,0.6000000000000001,0.06627475544327993,0.1375627297173065,0.05099999904632569,0.49717672852907874,0.48000000000000015
Pakistan $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3767173581299691,0.01097432,0.01669716,0.486129857395863,0.521,0.07858921320019564,0.07858921320019564,0.8,4454.07482878434,2.0,0.548740285208274,Pakistan,0.1679728080635645,0.1679728080635645,0.2,0.6219412994384771,182142594.0,0.2,0.7333333333333333,7.2,7.2,0.26715504537769763,0.225,0.0959,0.0959,0.6000000000000001,0.06627475544327993,0.1375627297173065,0.05099999904632569,0.49717672852907874,0.48000000000000015
Panama $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.5402427160644628,0.1099336,0.13441370000000002,0.8429451842008371,0.935,0.018588993329232188,0.018588993329232188,0.8,18793.3933318045,1.0,0.249109631598326,Panama,0.1679728080635645,0.1679728080635645,0.2,0.916096420288086,3864170.0,0.2,0.6666666666666667,14.34,14.34,0.05006881689515108,0.6,0.032,0.032,0.6000000000000001,0.13708015804999846,0.19584232441457688,0.040999999046325696,0.5999606786370318,0.5987500000000001
Panama $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.5402427160644628,0.1099336,0.13441370000000002,0.8429451842008371,0.935,0.018588993329232188,0.018588993329232188,0.8,18793.3933318045,2.0,0.249109631598326,Panama,0.1679728080635645,0.1679728080635645,0.2,0.916096420288086,3864170.0,0.2,0.6666666666666667,14.34,14.34,0.05006881689515108,0.6,0.032,0.032,0.6000000000000001,0.13708015804999846,0.19584232441457688,0.040999999046325696,0.5999606786370318,0.5987500000000001
Paraguay $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.3682732130696673,0.02127697,0.14778729999999998,0.6958376675315219,0.958,0.02750425862617814,0.02750425862617814,0.6,7833.074001567579,1.0,0.566324664936956,Paraguay,0.1679728080635645,0.1679728080635645,0.2,0.8011572265625,6802295.0,0.2,0.6,20.13,20.13,0.9629527885753799,0.4666666666666666,0.0406,0.0406,0.8,0.2225409228619448,0.18271037767433415,0.051999998092651385,0.3209450597419741,0.30499999999999994
Paraguay $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.3682732130696673,0.02127697,0.14778729999999998,0.6958376675315219,0.958,0.02750425862617814,0.02750425862617814,0.6,7833.074001567579,2.0,0.566324664936956,Paraguay,0.1679728080635645,0.1679728080635645,0.2,0.8011572265625,6802295.0,0.2,0.6,20.13,20.13,0.9629527885753799,0.4666666666666666,0.0406,0.0406,0.8,0.2225409228619448,0.18271037767433415,0.051999998092651385,0.3209450597419741,0.30499999999999994
Peru $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.27019867536419195,0.01947264,0.1296312,0.758889785485297,0.867,0.06888750343228058,0.06888750343228058,0.8,11396.493020613101,1.0,0.34922042902940603,Peru,-0.49,-0.49,0.2,0.738851318359375,30375603.0,0.2,0.6,93.09,93.09,1.0945004427103342,0.6666666666666667,0.0422,0.0422,0.6000000000000001,0.17809290377262527,0.1438275088967906,0.03900000095367431,0.3007877139356269,0.29419753086419753
Peru $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.27019867536419195,0.01947264,0.1296312,0.758889785485297,0.867,0.06888750343228058,0.06888750343228058,0.8,11396.493020613101,2.0,0.34922042902940603,Peru,-0.49,-0.49,0.2,0.738851318359375,30375603.0,0.2,0.6,93.09,93.09,1.0945004427103342,0.6666666666666667,0.0422,0.0422,0.6000000000000001,0.17809290377262527,0.1438275088967906,0.03900000095367431,0.3007877139356269,0.29419753086419753
Philippines $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.27365718828027585,0.0353108,0.22188520000000003,0.5806354667831989,0.728,0.053936886408158594,0.053936886408158594,0.8,6326.2164238939795,1.0,0.5667290664336021,Philippines,-0.12,-0.12,0.2,0.757798385620117,98393574.0,0.2,0.6,8.32,8.32,0.0599838995594022,0.5833333333333334,0.0589,0.0589,0.6000000000000001,0.1881751680446434,0.2282986677130677,0.07099999904632573,0.12264337227578306,0.12225000000000001
Philippines $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.27365718828027585,0.0353108,0.22188520000000003,0.5806354667831989,0.728,0.053936886408158594,0.053936886408158594,0.8,6326.2164238939795,2.0,0.5667290664336021,Philippines,-0.12,-0.12,0.2,0.757798385620117,98393574.0,0.2,0.6,8.32,8.32,0.0599838995594022,0.5833333333333334,0.0589,0.0589,0.6000000000000001,0.1881751680446434,0.2282986677130677,0.07099999904632573,0.12264337227578306,0.12225000000000001
Poland $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.41320263199936846,0.1469539,0.2018166,0.8854321189153955,0.999,0.057824445643935886,0.057824445643935886,0.8,22835.2204608088,1.0,0.22813576216920897,Poland,0.1679728080635645,0.1679728080635645,0.2,0.9853228759765628,38514479.0,0.2,0.5333333333333333,200.0,200.0,1.3300601057060764,0.7166666666666667,0.0789,0.0789,1.0,0.593962,0.488281,0.10399999618530302,0.1308979108534954,0.11271604938271608
Poland $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.41320263199936846,0.1469539,0.2018166,0.8854321189153955,0.999,0.057824445643935886,0.057824445643935886,0.8,22835.2204608088,2.0,0.22813576216920897,Poland,0.1679728080635645,0.1679728080635645,0.2,0.9853228759765628,38514479.0,0.2,0.5333333333333333,200.0,200.0,1.3300601057060764,0.7166666666666667,0.0789,0.0789,1.0,0.593962,0.488281,0.10399999618530302,0.1308979108534954,0.11271604938271608
Romania $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.2677480378213938,0.054767480000000014,0.1082912,0.8940749863957924,0.985,0.07368380748817263,0.07368380748817263,0.8,18184.1097333037,1.0,0.19685002720841502,Romania,0.1679728080635645,0.1679728080635645,0.2,0.940499420166016,19981358.0,0.2,0.6666666666666667,50.0,50.0,0.39593790942397455,0.55,0.0891,0.0891,0.8,0.563182,0.40970500000000004,0.07300000190734861,0.45130947139329836,0.43
Romania $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.2677480378213938,0.054767480000000014,0.1082912,0.8940749863957924,0.985,0.07368380748817263,0.07368380748817263,0.8,18184.1097333037,2.0,0.19685002720841502,Romania,0.1679728080635645,0.1679728080635645,0.2,0.940499420166016,19981358.0,0.2,0.6666666666666667,50.0,50.0,0.39593790942397455,0.55,0.0891,0.0891,0.8,0.563182,0.40970500000000004,0.07300000190734861,0.45130947139329836,0.43
Rwanda $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.712577817249879,0.1784206,0.1783742,0.7530298675092365,0.69,0.039113916642515366,0.039113916642515366,0.6,1426.36628762623,1.0,0.183940264981527,Rwanda,-0.78,-0.78,0.2,0.347474708557129,11776522.0,0.2,0.6,2.2,2.2,0.04037048935530119,0.35,0.0516,0.0516,0.8,0.03711900809696269,0.022847104782541428,0.006000000238418579,0.6055535085298311,0.6053086419753086
Rwanda $(\eta=2)$,0.5356497092899943,3.0,40.0,1.0,0.712577817249879,0.1784206,0.1783742,0.7530298675092365,0.69,0.039113916642515366,0.039113916642515366,0.6,1426.36628762623,2.0,0.183940264981527,Rwanda,-0.78,-0.78,0.2,0.347474708557129,11776522.0,0.2,0.6,2.2,2.2,0.04037048935530119,0.35,0.0516,0.0516,0.8,0.03711900809696269,0.022847104782541428,0.006000000238418579,0.6055535085298311,0.6053086419753086
Senegal $(\eta=1)$,0.5356497092899943,3.0,40.0,1.0,0.22621011201636318,0.02342184,0.04644672,0.6408918628638225,0.6509999999999999,0.02929216907597723,0.02929216907597723,0.8,2170.07720699017,1.0,0.369216274272355,Senegal,-0.25,-0.25,0.2,0.6136690902709959,14133280.0,0.2,0.8,5.17,5.17,0.020136716438543978,0.35,0.0604,0.0604,0.8,0.11367795298178585,0.2177170059081968,0.103000001907349,0.6175642831476824,0.617
